Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Coordonnées géographiques;Nom communes équipées;Code INSEE communes équipées;station_opening_hours
43006;Vignerons - Minimes;OUI;29;21;6;4;2;OUI;OUI;2025-10-18T18:39:42+02:00;48.841486, 2.430793;Vincennes;94080;
11114;Ledru-Rollin - Charonne;OUI;32;1;28;18;10;OUI;OUI;2025-10-18T18:40:26+02:00;48.85345855607243, 2.3772463581947094;Paris;75056;
15028;Grenelle - Dr Finlay;OUI;71;58;11;10;1;OUI;OUI;2025-10-18T18:40:22+02:00;48.851315406715976, 2.2919502854347233;Paris;75056;
5116;Place Valhubert;OUI;51;4;43;41;2;OUI;OUI;2025-10-18T18:39:29+02:00;48.844182577315, 2.3640366643667;Paris;75056;
7004;Raspail - Varenne;OUI;18;3;12;10;2;OUI;OUI;2025-10-18T18:37:14+02:00;48.853147816545, 2.3263905197382;Paris;75056;
7014;Saint-François-Xavier;OUI;42;36;5;5;0;OUI;OUI;2025-10-18T18:39:32+02:00;48.85154484769, 2.3146149516106;Paris;75056;
42503;Vladimir Ilitch Lénine - Andrée Chedid;OUI;31;28;3;1;2;OUI;OUI;2025-10-18T18:40:05+02:00;48.813240124373, 2.3319716067039;Gentilly;94037;
8012;Batignolles - Place de Clichy;OUI;47;34;9;1;8;OUI;OUI;2025-10-18T18:40:21+02:00;48.883474535757, 2.326493114233;Paris;75056;
2010;Uzès - Montmartre;OUI;29;16;9;0;9;OUI;OUI;2025-10-18T18:39:30+02:00;48.870790980240706, 2.3431010171771054;Paris;75056;
10023;Gare de l'Est - Verdun;OUI;14;6;5;0;5;OUI;OUI;2025-10-18T18:38:10+02:00;48.876156054271, 2.3609149083206;Paris;75056;
7006;Quai Voltaire;OUI;32;15;13;6;7;OUI;OUI;2025-10-18T18:39:51+02:00;48.858942986179, 2.3314182047146;Paris;75056;
13026;Place Jean Delay;OUI;35;35;0;0;0;OUI;OUI;2025-10-18T18:36:25+02:00;48.823316, 2.354336;Paris;75056;
5002;Sommerard - Saint-Jacques;OUI;34;0;34;32;2;OUI;OUI;2025-10-18T18:39:46+02:00;48.850310432924, 2.3450158352986;Paris;75056;
11101;Charles Delescluze;OUI;49;2;46;40;6;OUI;OUI;2025-10-18T18:39:51+02:00;48.85242200848887, 2.380632497370243;Paris;75056;
20040;Parc de Belleville - Julien Lacroix;OUI;26;22;4;2;2;OUI;OUI;2025-10-18T18:34:26+02:00;48.8703459, 2.3842214;Paris;75056;
15055;Vasco de Gama;OUI;54;32;19;18;1;OUI;OUI;2025-10-18T18:39:39+02:00;48.83671783466264, 2.283664085650799;Paris;75056;
17017;Gare de Pont-Cardinet;OUI;34;29;5;2;3;OUI;OUI;2025-10-18T18:40:38+02:00;48.88713901475306, 2.314494143994255;Paris;75056;
14130;Jonquoy - Didot;OUI;30;24;5;1;4;OUI;OUI;2025-10-18T18:39:58+02:00;48.82890454823947, 2.31648076325655;Paris;75056;
34002;Capitaine Glarner - Gabriel Péri;OUI;27;15;5;2;3;OUI;OUI;2025-10-18T18:39:23+02:00;48.902449900418745, 2.3304807533425724;Saint-Ouen-sur-Seine;93070;
10015;Lucien Sampaix - Récollets;OUI;46;40;4;1;3;OUI;OUI;2025-10-18T18:40:38+02:00;48.874330377560476, 2.3621229082345963;Paris;75056;
23002;Pont de Levallois-bécon;OUI;50;34;16;11;5;OUI;OUI;2025-10-18T18:40:20+02:00;48.8984179, 2.2791311;Levallois-Perret;92044;
41207;Place du Général de Gaulle;OUI;28;15;12;2;10;OUI;OUI;2025-10-18T18:40:29+02:00;48.8525288, 2.4877332;Fontenay-sous-Bois;94033;
14139;Pierre Larousse - Raymond Losserand;OUI;30;27;1;1;0;OUI;OUI;2025-10-18T18:34:26+02:00;48.83059564231877, 2.3119183257222176;Paris;75056;
21308;Bara - Henri Farman;OUI;58;29;29;23;6;OUI;OUI;2025-10-18T18:40:18+02:00;48.833218027457846, 2.2677567601203923;Issy-les-Moulineaux;92040;
13102;Pitié-Salpêtrière;OUI;51;28;23;21;2;OUI;OUI;2025-10-18T18:38:29+02:00;48.83748810318667, 2.365213818848133;Paris;75056;
19037;Belleville - Porte des Lilas;OUI;32;22;3;0;3;OUI;OUI;2025-10-18T18:39:05+02:00;48.87660391892763, 2.404769691129476;Paris;75056;
12011;Charenton - Place du Col Bourgoin;OUI;35;3;32;29;3;OUI;OUI;2025-10-18T18:40:20+02:00;48.844867319554, 2.3825789350545;Paris;75056;
15038;Place Adolphe Cherioux - Vaugirard;OUI;63;43;12;8;4;OUI;OUI;2025-10-18T18:40:28+02:00;48.83959442800459, 2.3010657727718353;Paris;75056;
12032;Porte Dorée;OUI;36;19;12;10;2;OUI;OUI;2025-10-18T18:39:34+02:00;48.8354337, 2.4077132;Paris;75056;
20021;Indre - Prairies;OUI;38;35;3;0;3;OUI;OUI;2025-10-18T18:38:01+02:00;48.86254398506782, 2.403290458023548;Paris;75056;
6103;Mézières - Rennes;OUI;55;37;16;13;3;OUI;OUI;2025-10-18T18:38:22+02:00;48.85023459321703, 2.3303819820284843;Paris;75056;
27008;Labouret - Saint-Denis;OUI;24;8;14;5;9;OUI;OUI;2025-10-18T18:36:27+02:00;48.924066621513, 2.2539156570765;Colombes;92025;
21032;Sèvres-Gallieni;OUI;27;1;26;19;7;OUI;OUI;2025-10-18T18:40:12+02:00;48.837809408957, 2.2281519323587;Boulogne-Billancourt;92012;
19109;Tanger - Place du Maroc;OUI;19;18;1;1;0;OUI;OUI;2025-10-18T18:37:41+02:00;48.8862524447104, 2.3689296841621403;Paris;75056;
7005;Raspail - Bac;OUI;52;16;33;25;8;OUI;OUI;2025-10-18T18:40:28+02:00;48.855628721101, 2.3256602883339;Paris;75056;
32014;Place du Cornillon - Stade de France;OUI;34;25;7;5;2;OUI;OUI;2025-10-18T18:38:04+02:00;48.92540695835961, 2.3644426837563515;Saint-Denis;93066;
6018;Michelet - Assas;OUI;18;12;3;2;1;OUI;OUI;2025-10-18T18:37:13+02:00;48.842741502832, 2.3350211977959;Paris;75056;
18032;Porte de Clignancourt.;OUI;56;48;4;2;2;OUI;OUI;2025-10-18T18:40:00+02:00;48.897488, 2.343996;Paris;75056;
21019;Edouard Vaillant - Paul-Adolphe Souriau;OUI;28;4;24;20;4;OUI;OUI;2025-10-18T18:40:12+02:00;48.834845858829, 2.2479459643364;Boulogne-Billancourt;92012;
44012;Génie - Mozart;OUI;19;17;1;0;1;OUI;OUI;2025-10-18T18:32:20+02:00;48.794902381218904, 2.3734183609485626;Vitry-sur-Seine;94081;
21105;Morice - Général Leclerc;OUI;25;15;9;7;2;OUI;OUI;2025-10-18T18:40:20+02:00;48.90245471981591, 2.3128929734230046;Clichy;92024;
31016;Lucie Aubrac - Franklin;OUI;36;30;5;4;1;OUI;OUI;2025-10-18T18:38:53+02:00;48.86223916006812, 2.4435862898826604;Montreuil;93048;
31019;Vincennes - Douy-Delcupe;OUI;38;36;2;1;1;OUI;OUI;2025-10-18T18:35:39+02:00;48.85493692155721, 2.436049282550812;Montreuil;93048;
51003;Hôtel de Ville d'Argenteuil;OUI;30;21;7;4;3;OUI;OUI;2025-10-18T18:37:42+02:00;48.946504, 2.2496396;Argenteuil;95018;
17124;Porte de Saint-Ouen - Henri Huchard;OUI;26;20;4;2;2;OUI;OUI;2025-10-18T18:38:03+02:00;48.898708366365064, 2.3295360803604126;Paris;75056;
2009;Filles Saint-Thomas - Place de la Bourse;OUI;58;41;11;5;6;OUI;OUI;2025-10-18T18:40:26+02:00;48.868899890853, 2.3397543845203;Paris;75056;
17027;Place du Maréchal Juin - Péreire;OUI;46;36;4;3;1;OUI;OUI;2025-10-18T18:40:29+02:00;48.885263, 2.298286;Paris;75056;
44102;Verdun - Adrien Damalix;OUI;26;23;3;0;3;OUI;OUI;2025-10-18T18:36:25+02:00;48.8222334178559, 2.4215328320860863;Saint-Maurice;94069;
22101;Gare Routière de Saint Cloud;OUI;31;4;25;21;4;OUI;OUI;2025-10-18T18:40:33+02:00;48.84288183896324, 2.222245037555695;Saint-Cloud;92064;
9115;Milton - Manuel;OUI;22;17;5;1;4;OUI;OUI;2025-10-18T18:38:46+02:00;48.878249, 2.341181;Paris;75056;
13016;Primo Levi - Frigos;OUI;34;2;32;29;3;OUI;OUI;2025-10-18T18:37:46+02:00;48.83094844846017, 2.37965351592796;Paris;75056;
19039;Edouard Pailleron - Simon Bolivar;OUI;24;19;1;0;1;OUI;OUI;2025-10-18T18:35:14+02:00;48.87979886049996, 2.374839261174202;Paris;75056;
13043;Dunois - Clisson;OUI;51;26;11;5;6;OUI;OUI;2025-10-18T18:36:01+02:00;48.832294, 2.3674523;Paris;75056;
21003;Jean Jaurès - Jean Baptiste Clément;OUI;39;29;10;5;5;OUI;OUI;2025-10-18T18:38:50+02:00;48.84576261454011, 2.2369650006294255;Boulogne-Billancourt;92012;
16032;Eglise d'Auteuil;OUI;21;10;11;9;2;OUI;OUI;2025-10-18T18:40:38+02:00;48.84749841771691, 2.26848387135299;Paris;75056;
18025;Mairie du 18ème;OUI;40;25;11;1;10;OUI;OUI;2025-10-18T18:40:31+02:00;48.892939296937605, 2.3445510864257812;Paris;75056;
22001;Château - Bineau;OUI;23;18;3;1;2;OUI;OUI;2025-10-18T18:37:06+02:00;48.890404028589806, 2.270106375217438;Neuilly-sur-Seine;92051;
17122;Bridaine - Lamandé;OUI;29;24;5;3;2;OUI;OUI;2025-10-18T18:39:12+02:00;48.8862074, 2.3206239;Paris;75056;
20027;Porte de Ménilmontant;OUI;15;14;1;0;1;OUI;OUI;2025-10-18T18:39:38+02:00;48.8691543609174, 2.40932246879487;Paris;75056;
14122;Colonel Monteil - Brune;OUI;19;18;1;0;1;OUI;OUI;2025-10-18T18:38:38+02:00;48.82650293311, 2.3092747998272;Paris;75056;
9023;Laffitte - Italiens;OUI;33;28;3;2;1;OUI;OUI;2025-10-18T18:39:04+02:00;48.871815737396, 2.3372015478451;Paris;75056;
16123;Mahatma Gandhi;OUI;26;22;0;0;0;OUI;OUI;2025-10-18T18:35:48+02:00;48.876356, 2.264205;Paris;75056;
8051;Batignolles - Rome;OUI;15;12;0;0;0;OUI;OUI;2025-10-18T18:39:48+02:00;48.881823370567, 2.3202589899302;Paris;75056;
31007;Paris - Désiré Préaux;OUI;49;29;16;9;7;OUI;OUI;2025-10-18T18:36:56+02:00;48.85742876694898, 2.4323049187660217;Montreuil;93048;
17121;Square des Epinettes;OUI;20;18;2;2;0;OUI;OUI;2025-10-18T18:31:42+02:00;48.89383909781389, 2.325953990221024;Paris;75056;
15108;Lourmel - Marie Skobtsov;OUI;22;0;20;17;3;OUI;OUI;2025-10-18T18:39:20+02:00;48.844974, 2.287283;Paris;75056;
16021;François Ponsard - La Muette;OUI;23;21;0;0;0;OUI;OUI;2025-10-18T18:40:05+02:00;48.8583666, 2.2744515;Paris;75056;
19040;Belleville - Télégraphe;OUI;41;38;2;0;2;OUI;OUI;2025-10-18T18:40:08+02:00;48.8756045, 2.3995549;Paris;75056;
9031;Provence - Chaussée d'Antin;OUI;25;18;6;3;3;OUI;OUI;2025-10-18T18:39:46+02:00;48.87428447542072, 2.332976511564311;Paris;75056;
17047;Courcelles - Pierre Demours;OUI;26;12;14;11;3;OUI;OUI;2025-10-18T18:37:24+02:00;48.883769733273496, 2.29858466343129;Paris;75056;
14002;Edgar Quinet - Raspail;OUI;46;42;3;0;3;OUI;OUI;2025-10-18T18:39:59+02:00;48.83940266673835, 2.32971478253603;Paris;75056;
41204;République - Danton;OUI;20;17;3;0;3;OUI;OUI;2025-10-18T18:31:10+02:00;48.85249172181667, 2.462034523487091;Fontenay-sous-Bois;94033;
15035;Place Etienne Pernet;OUI;43;6;36;32;4;OUI;OUI;2025-10-18T18:38:30+02:00;48.84243457133779, 2.2921819612383847;Paris;75056;
17046;Mac-Mahon - Brey;OUI;25;11;10;7;3;OUI;OUI;2025-10-18T18:39:44+02:00;48.877532084130166, 2.294512536052928;Paris;75056;
18049;Porte d'Aubervilliers;OUI;55;24;26;15;11;OUI;OUI;2025-10-18T18:40:03+02:00;48.89859661942376, 2.3689722642302513;Paris;75056;
19009;Cité des Sciences et de l'Industrie;OUI;30;21;7;2;5;OUI;OUI;2025-10-18T18:39:43+02:00;48.89659571178903, 2.384599149227142;Paris;75056;
10020;Chabrol - d'Hauteville;OUI;11;4;6;1;5;OUI;OUI;2025-10-18T18:40:20+02:00;48.877018388033, 2.3513179644942;Paris;75056;
18109;Pajol - Riquet;OUI;47;43;3;0;3;OUI;OUI;2025-10-18T18:37:53+02:00;48.88960028134536, 2.3628534749150276;Paris;75056;
31703;Sadi Carnot - François Mitterrand;OUI;27;21;4;1;3;OUI;OUI;2025-10-18T18:38:43+02:00;48.87532687671517, 2.4241617321968083;Bagnolet;93006;
19038;Lassus - Delouvain;OUI;20;17;2;0;2;OUI;OUI;2025-10-18T18:40:01+02:00;48.8755044846, 2.3890327325519;Paris;75056;
35003;Gabrielle Josserand - Edouard Vaillant;OUI;25;24;1;0;1;OUI;OUI;2025-10-18T18:36:06+02:00;48.90271566255436, 2.3933270573616032;Pantin;93055;
18029;Emile Blemont - Poteau;OUI;39;24;10;0;10;OUI;OUI;2025-10-18T18:40:06+02:00;48.8943782, 2.3415122;Paris;75056;
15031;Théâtre - Lourmel;OUI;53;3;49;42;7;OUI;OUI;2025-10-18T18:40:39+02:00;48.8482070397636, 2.2898658737540245;Paris;75056;
21703;Square du Carrefour de l'Insurrection;OUI;23;21;1;0;1;OUI;OUI;2025-10-18T18:39:50+02:00;48.820864559770676, 2.291113436222077;Vanves;92075;
21014;Hameau Fleuri - Marché;OUI;22;6;16;16;0;OUI;OUI;2025-10-18T18:38:27+02:00;48.831448892608314, 2.2412404417991643;Boulogne-Billancourt;92012;
35017;Toffier Decaux - Cartier Bresson;OUI;18;16;2;1;1;OUI;OUI;2025-10-18T18:39:36+02:00;48.90165072551549, 2.4017545580863957;Pantin;93055;
5121;Square René Viviani - Montebello;OUI;47;11;31;28;3;OUI;OUI;2025-10-18T18:40:37+02:00;48.851904891406, 2.3478421568871;Paris;75056;
20118;Orteaux - Mouraud;OUI;24;22;1;0;1;OUI;OUI;2025-10-18T18:34:54+02:00;48.85558642847872, 2.408762907764669;Paris;75056;
11006;Ledru-Rollin - Place du Père Chaillet;OUI;37;0;35;31;4;OUI;OUI;2025-10-18T18:38:49+02:00;48.856433706943704, 2.379020587761426;Paris;75056;
9117;Bellefond - Maubeuge;OUI;31;23;4;2;2;OUI;OUI;2025-10-18T18:39:57+02:00;48.878255397645, 2.3452642187476;Paris;75056;
47005;Ecole Vétérinaire;OUI;36;24;12;6;6;OUI;OUI;2025-10-18T18:40:16+02:00;48.81488859822486, 2.4224362157778994;Maisons-Alfort;94046;
20023;Pelleport - Belgrand;OUI;15;15;0;0;0;OUI;OUI;2025-10-18T18:37:52+02:00;48.86500081847653, 2.403980836377493;Paris;75056;
19127;Aubervilliers - Curial;OUI;23;19;2;0;2;OUI;OUI;2025-10-18T18:39:21+02:00;48.89088305227546, 2.3688579350709915;Paris;75056;
18113;Lepic - Armée d'Orient;OUI;24;17;6;0;6;OUI;OUI;2025-10-18T18:35:29+02:00;48.887536403814, 2.3343077301979;Paris;75056;
16015;Bassano -  Iéna;OUI;15;11;3;0;3;OUI;OUI;2025-10-18T18:34:33+02:00;48.868144510482075, 2.296149600985935;Paris;75056;
34010;Hôtel de Ville de Saint-Ouen;OUI;48;38;8;4;4;OUI;OUI;2025-10-18T18:40:27+02:00;48.911380185786, 2.3340076807601;Saint-Ouen-sur-Seine;93070;
17040;Pereire - Ternes;OUI;48;36;9;9;0;OUI;OUI;2025-10-18T18:35:13+02:00;48.87973954830735, 2.288012132048607;Paris;75056;
11041;Square Saint-Ambroise;OUI;43;6;34;29;5;OUI;OUI;2025-10-18T18:39:24+02:00;48.860934, 2.375841;Paris;75056;
1120;Lavandieres Sainte Opportune - Rivoli;OUI;27;9;17;11;6;OUI;OUI;2025-10-18T18:36:53+02:00;48.859279702476, 2.3466217517853;Paris;75056;
14112;Méchain - Faubourg Saint-Jacques;OUI;16;14;2;0;2;OUI;OUI;2025-10-18T18:35:47+02:00;48.83586772099485, 2.33798034198275;Paris;75056;
21001;Transvaal - Charles de Gaulle;OUI;27;5;20;12;8;OUI;OUI;2025-10-18T18:40:25+02:00;48.848280403628806, 2.2373420120857195;Boulogne-Billancourt;92012;
47004;Stade Auguste Delaune;OUI;21;13;8;4;4;OUI;OUI;2025-10-18T18:40:29+02:00;48.80896378683884, 2.4345204234123234;Maisons-Alfort;94046;
18033;Belliard - Damrémont;OUI;34;23;5;3;2;OUI;OUI;2025-10-18T18:38:18+02:00;48.89669238777841, 2.338023450388167;Paris;75056;
9026;Jean-Baptiste Pigalle - La Bruyere;OUI;17;11;1;0;1;OUI;OUI;2025-10-18T18:40:22+02:00;48.87939826447722, 2.333709173337285;Paris;75056;
11010;Boulets - Faubourg Saint-Antoine;OUI;43;31;11;3;8;OUI;OUI;2025-10-18T18:39:03+02:00;48.849259262115, 2.3917546141943;Paris;75056;
21310;Kléber - Gouverneur Général Eboué;OUI;24;4;20;19;1;OUI;OUI;2025-10-18T18:38:31+02:00;48.826885843069796, 2.2723413258790965;Issy-les-Moulineaux;92040;
16122;Route de la Muette - Porte de Neuilly;OUI;50;23;27;21;6;OUI;OUI;2025-10-18T18:37:57+02:00;48.8798926, 2.2587671;Paris;75056;
10010;Place Jacques Bonsergent;OUI;33;4;26;20;6;OUI;OUI;2025-10-18T18:40:18+02:00;48.870948218595, 2.3612049221992;Paris;75056;
15002;Maine - Antoine Bourdelle;OUI;17;9;5;2;3;OUI;OUI;2025-10-18T18:39:51+02:00;48.84308531746595, 2.320263946784738;Paris;75056;
20116;Haies - Réunion;OUI;22;21;1;0;1;OUI;OUI;2025-10-18T18:35:41+02:00;48.85386896766491, 2.402426162238911;Paris;75056;
23007;Président Wilson - Jean Jaures;OUI;27;14;7;5;2;OUI;OUI;2025-10-18T18:40:31+02:00;48.89034054052266, 2.2920683026313786;Levallois-Perret;92044;
6107;Place Alphonse Deville;OUI;23;16;6;4;2;OUI;OUI;2025-10-18T18:39:53+02:00;48.850188262662, 2.3275961726904;Paris;75056;
20016;Pyrénées - Maraîchers;OUI;33;28;3;3;0;OUI;OUI;2025-10-18T18:40:35+02:00;48.85714001395299, 2.4043509364128113;Paris;75056;
8019;Naples - Rome;OUI;26;24;2;0;2;OUI;OUI;2025-10-18T18:34:02+02:00;48.879960700846226, 2.321358695626259;Paris;75056;
32015;Gare RER de Saint-Denis;OUI;40;13;26;15;11;OUI;OUI;2025-10-18T18:36:35+02:00;48.93554324248177, 2.3471488058567047;Saint-Denis;93066;
18008;Square Léon;OUI;33;31;1;0;1;OUI;OUI;2025-10-18T18:40:25+02:00;48.88667396788626, 2.353205569088459;Paris;75056;
16043;Place de Passy;OUI;15;5;9;8;1;OUI;OUI;2025-10-18T18:39:32+02:00;48.85780291711202, 2.277500546942199;Paris;75056;
7008;Villersexel - Saint-Germain;OUI;16;4;9;4;5;OUI;OUI;2025-10-18T18:38:17+02:00;48.858297001218, 2.3237934708595;Paris;75056;
16027;Mozart - Jasmin;OUI;62;52;8;2;6;OUI;OUI;2025-10-18T18:39:33+02:00;48.85286124871689, 2.268483570651513;Paris;75056;
16112;Chernoviz - Raynouard;OUI;37;36;0;0;0;OUI;OUI;2025-10-18T18:39:34+02:00;48.8569864146289, 2.282173218142987;Paris;75056;
16029;Maison de Radio - France;OUI;47;26;19;18;1;OUI;OUI;2025-10-18T18:34:55+02:00;48.85132886434057, 2.277785539627075;Paris;75056;
14030;Pernety - Raymond Losserand;OUI;32;28;2;2;0;OUI;OUI;2025-10-18T18:33:12+02:00;48.834254627953, 2.317609339387;Paris;75056;
9017;Lallier - Trudaine;OUI;29;25;3;1;2;OUI;OUI;2025-10-18T18:37:15+02:00;48.88109246617963, 2.3408224806189537;Paris;75056;
13046;Eugène Oudiné - Dessous Des Berges;OUI;44;34;8;7;1;OUI;OUI;2025-10-18T18:35:40+02:00;48.8256423, 2.3750226;Paris;75056;
42703;Fontainebleau - Edmond Michelet;OUI;45;36;7;5;2;OUI;OUI;2025-10-18T18:36:20+02:00;48.80956436844049, 2.3626908659935;Le Kremlin-Bicêtre;94043;
6032;Sabot - Rennes;OUI;26;7;17;15;2;OUI;OUI;2025-10-18T18:39:33+02:00;48.852575112948415, 2.331552766263485;Paris;75056;
20201;Eugène Reisz - Davout;OUI;20;14;5;1;4;OUI;OUI;2025-10-18T18:40:00+02:00;48.85631874632638, 2.410396970808506;Paris;75056;
17022;Pereire - Place de Wagram;OUI;46;43;3;2;1;OUI;OUI;2025-10-18T18:37:44+02:00;48.887070607581215, 2.304111124531457;Paris;75056;
22102;Mont Valérien - Michel Salles;OUI;24;9;14;7;7;OUI;OUI;2025-10-18T18:40:10+02:00;48.8561915, 2.2152966;Saint-Cloud;92064;
7020;Champ de Mars - Cler;OUI;40;18;18;18;0;OUI;OUI;2025-10-18T18:38:51+02:00;48.856691550115315, 2.306646779179573;Paris;75056;
15003;Gare Montparnasse - Vaugirard;OUI;66;53;9;2;7;OUI;OUI;2025-10-18T18:39:30+02:00;48.8418071798797, 2.31951002690117;Paris;75056;
23304;Mairie de Sceaux;OUI;33;29;3;1;2;OUI;OUI;2025-10-18T18:33:06+02:00;48.778916905132, 2.2887361764861;Sceaux;92071;
4110;Neuve Saint-Pierre - Beautreillis;OUI;20;3;17;14;3;OUI;OUI;2025-10-18T18:40:38+02:00;48.85355351439652, 2.3639122769236565;Paris;75056;
15107;Palais des Sports;OUI;22;8;12;10;2;OUI;OUI;2025-10-18T18:40:15+02:00;48.833468517426, 2.2858720645308;Paris;75056;
10036;Aqueduc - Villette;OUI;28;24;4;3;1;OUI;OUI;2025-10-18T18:39:47+02:00;48.883886063895, 2.367198803315;Paris;75056;
9101;Cadet - La Fayette;OUI;19;17;0;0;0;OUI;OUI;2025-10-18T18:39:50+02:00;48.875601632672, 2.3435704037547;Paris;75056;
6017;Sénat - Condé;OUI;33;27;6;6;0;OUI;OUI;2025-10-18T18:37:29+02:00;48.84954227788459, 2.337939441204071;Paris;75056;
19041;Belleville - Pyrénées;OUI;42;38;3;0;3;OUI;OUI;2025-10-18T18:39:07+02:00;48.8741908, 2.3860039;Paris;75056;
12161;Diderot - Reuilly;OUI;44;21;20;17;3;OUI;OUI;2025-10-18T18:40:37+02:00;48.847208456061, 2.3861273378134;Paris;75056;
11043;Place Pasdeloup;OUI;21;12;8;5;3;OUI;OUI;2025-10-18T18:40:38+02:00;48.862654215631, 2.3670325062844;Paris;75056;
18017;Caulaincourt - Place Constantin Pecqueur;OUI;44;37;6;0;6;OUI;OUI;2025-10-18T18:39:47+02:00;48.889677905028, 2.3381787144261;Paris;75056;
10207;Charles Robin - Grange aux Belles;NON;23;23;0;0;0;NON;NON;2025-07-24T11:25:24+02:00;48.877376705016, 2.3698456519833;Paris;75056;
1117;Pont Neuf - Rivoli;OUI;27;14;9;4;5;OUI;OUI;2025-10-18T18:39:27+02:00;48.860089892617, 2.344057559967;Paris;75056;
31704;Jeanne Hornet - Girardot;OUI;29;29;0;0;0;OUI;OUI;2025-10-18T18:40:00+02:00;48.873802681432146, 2.427820265293122;Bagnolet;93006;
13103;Hôpital Pitié Salpêtrière;OUI;50;46;3;1;2;OUI;OUI;2025-10-18T18:38:31+02:00;48.8377016, 2.3604946;Paris;75056;
32603;Calmette;OUI;32;29;2;0;2;OUI;OUI;2025-10-18T18:39:57+02:00;48.88104925098552, 2.424993216991425;Les Lilas;93045;
15059;Parc André Citroën;OUI;65;45;19;16;3;OUI;OUI;2025-10-18T18:38:28+02:00;48.840639944297, 2.2780618071556;Paris;75056;
23403;Chateau;OUI;22;8;12;3;9;OUI;OUI;2025-10-18T18:40:26+02:00;48.774661399959, 2.3135878035462;Bourg-la-Reine;92014;
10163;Gare du Nord - Demarquay;OUI;30;29;1;0;1;NON;NON;2025-10-18T18:38:26+02:00;48.881154, 2.358411;Paris;75056;
4013;Vieille du Temple - Francs Bourgeois;OUI;29;5;20;13;7;OUI;OUI;2025-10-18T18:40:17+02:00;48.858256413365815, 2.35821794718504;Paris;75056;
17201;Porte Maillot - Perreire;OUI;51;32;16;11;5;OUI;OUI;2025-10-18T18:35:44+02:00;48.878021154637, 2.2842371277102;Paris;75056;
9118;Faubourg Poissonniere - Delta;OUI;36;29;6;0;6;OUI;OUI;2025-10-18T18:39:34+02:00;48.882555807626765, 2.3497482016682625;Paris;75056;
23903;Stade Gaston Bouillant;OUI;30;18;10;7;3;OUI;OUI;2025-10-18T18:39:24+02:00;48.939958667023, 2.3279571813836;Villeneuve-la-Garenne;92078;
21024;Billancourt - Général Leclerc;OUI;22;1;21;18;3;OUI;OUI;2025-10-18T18:40:09+02:00;48.8322649, 2.2380413;Boulogne-Billancourt;92012;
45001;Hôtel de Ville de Champigny sur Marne;OUI;21;12;8;7;1;OUI;OUI;2025-10-18T18:40:25+02:00;48.813810628405, 2.5096759200096;Champigny-sur-Marne;94017;
2001;Greneta - Sebastopol;OUI;31;0;28;19;9;OUI;OUI;2025-10-18T18:39:51+02:00;48.865242333228, 2.3516669869423;Paris;75056;
31023;Place François Mitterand;OUI;34;30;4;0;4;OUI;OUI;2025-10-18T18:36:30+02:00;48.86492782016328, 2.442958317697048;Montreuil;93048;
20019;Place du Maquis du Vercors;OUI;31;30;1;0;1;OUI;OUI;2025-10-18T18:39:33+02:00;48.877321579493575, 2.4083782732486725;Paris;75056;
19023;Manin - Simon Bolivar;OUI;26;19;6;0;6;OUI;OUI;2025-10-18T18:38:28+02:00;48.876499654127, 2.3794073625991;Paris;75056;
18137;Poissonniers - Nord;OUI;28;23;4;1;3;OUI;OUI;2025-10-18T18:40:35+02:00;48.892511213520656, 2.3522228747606277;Paris;75056;
18138;Station Paris Basketball - Ney - Charles Hermite;OUI;20;10;8;4;4;OUI;OUI;2025-10-18T18:39:41+02:00;48.898748039775, 2.3645754531026;Paris;75056;
7101;Raspail - Chomel;OUI;49;25;23;18;5;OUI;OUI;2025-10-18T18:39:27+02:00;48.852233164303, 2.3266580700874;Paris;75056;
7016;Surcouf - Université;OUI;58;49;8;5;3;OUI;OUI;2025-10-18T18:38:30+02:00;48.861273016278, 2.3094535509142;Paris;75056;
17116;Reims - Porte d'Asnières;OUI;26;1;25;20;5;OUI;OUI;2025-10-18T18:40:41+02:00;48.891834448210986, 2.300144659954865;Paris;75056;
4011;Hôtel de Ville - Pont-Marie;OUI;36;1;31;25;6;OUI;OUI;2025-10-18T18:40:33+02:00;48.853899645527, 2.3569472506642;Paris;75056;
18208;Tourlaque - Damrémont;OUI;0;0;0;0;0;NON;NON;2025-09-18T15:30:24+02:00;48.887912943261, 2.3328311485014;Paris;75056;
12108;Bercy.;OUI;66;20;46;43;3;OUI;OUI;2025-10-18T18:39:41+02:00;48.839966914994, 2.3788625746965;Paris;75056;
13041;Porte d'Ivry;OUI;50;47;3;0;3;OUI;OUI;2025-10-18T18:37:34+02:00;48.821768747596, 2.3688706755638;Paris;75056;
14006;Saint-Jacques - Tombe Issoire;OUI;23;18;5;2;3;OUI;OUI;2025-10-18T18:40:28+02:00;48.833206330538864, 2.3369108140468597;Paris;75056;
12041;Bois de Vincennes.;OUI;60;28;32;9;23;OUI;OUI;2025-10-18T14:26:58+02:00;48.8338064, 2.4132221;Saint-Mandé;94067;
8056;Beaujon - Wagram;OUI;29;24;4;3;1;OUI;OUI;2025-10-18T18:38:08+02:00;48.875352455985, 2.2964416444302;Paris;75056;
